,,Mujer, 71 , 65 , 5 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , 1 , - , 2 , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , 2 , 7 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Tuberculosis,Total:,, 529 , 521 , 6 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , 7 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , - , - , - , - , - , - , - , - , 1 , - , 3 , 2 , 1 , 2 , 1 , 2 , - , 7 , - , - , - , - , - , - , - , 3 , 2 , 6 , 4 , 2 , 1 , 4 , 1 , 1 , 6 , - , - , - , - , - , - , 2 , 9 , 29 , 27 , 38 , 30 , 24 , 21 , 16 , 27 , 35 , 62 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 1 , 8 , - , - , - , - , - , - , 2 , 2 , 2 , 5 , 1 , 4 , 4 , - , 3 , 1 , - , - , - , - , - , 1 , - , - , - , 1 , 1 , 2 , - , 2 , 2 , 2 , 2 , 2 , 1 , 6 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , 1 , - , - , 1 , - , 1 , 14 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , 1 , 1 , 1 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , 1 , 1 , 1 , - , - , 2 , - , - , - , 3 , - , - , - , - , - , - , - , - , 1 , - , 3 , 2 , 1 , 2 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 390 , 383 , 5 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 3 , 2 , 1 , 1 , 1 , 2 , - , 4 , - , - , - , - , - , - , - , 2 , 2 , 5 , 3 , 2 , 1 , 3 , 1 , 1 , 3 , - , - , - , - , - , - , 2 , 6 , 24 , 26 , 31 , 24 , 19 , 16 , 13 , 24 , 26 , 45 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 4 , - , - , - , - , - , - , 1 , 1 , 2 , 5 , 1 , 1 , 1 , - , 1 , - , - , - , - , - , - , 1 , - , - , - , 1 , 1 , 2 , - , 2 , 1 , 1 , 2 , 2 , 1 , 5 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , 1 , - , - , 1 , - , 1 , 7 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , 1 , 1 , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , 1 , - , 3 , 1 , 1 , 2 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 139 , 138 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 3 , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - , - , 1 , - , - , 3 , - , - , - , - , - , - , - , 3 , 5 , 1 , 7 , 6 , 5 , 5 , 3 , 3 , 9 , 17 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 4 , - , - , - , - , - , - , 1 , 1 , - , - , - , 3 , 3 , - , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Enfermedades transmitidas por vectores y rabia,Total:,, 45 , 45 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 2 , 2 , 5 , 4 , - , - , - , 1 , - , 1 , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 21 , 21 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , 1 , - , - , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 24 , 24 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 2 , 3 , - , - , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Enfermedades inmunoprevenibles,Total:,, 15 , 15 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 10 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 5 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 Meningitis,Total:,, 70 , 70 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , 2 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , - , - , - , 1 , - , - , 1 , - , 1 , 1 , - , - , 1 , 1 , - , - , 1 , - , 1 , - , 2 , 4 , 1 , - , - , 1 , 1 , 3 , 1 , - , 1 , 1 , - , 2 , 3 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , 3 , - , - , 1 , 1 , - , 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 47 , 47 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , 1 , - , - , 1 , - , 1 , 1 , - , - , 1 , 1 , - , - , - , - , 1 , - , 2 , 2 , 1 , - , - , 1 , 1 , 2 , 1 , - , 1 , 1 , - , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 23 , 23 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 2 , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
