Tipo muerte SRMCE2;Año I;Canton;Provincia;Cuenta Victima;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;Años Privac;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes22;antecedVBG vic vict;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Causa2;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Gedad Vict;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;NDD;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict23;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
OTRAS MUERTES VIOLENTAS;2014;ATACAMES;ESMERALDAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;22 AÑOS;NO;SIN DATO;NO;;NO;SI;URBANA;CORTO PUNZANTE;NO;NO;ASESINATO;SENTENCIADO;2;08;1;SI;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;24;35;SIN DATO;RESUELTA;RESUELTA;SENTENCIADO;SOLTERO/A;CASADO/A;MESTIZO/A;MESTIZO/A;31/8/2014;;9/11/2017;31/8/2014;;31/8/2014;1/9/2014;17/9/2014;;1/2/2018 0:00:00;NO APLICA;NO;ENTRE 15 Y 24 AÑOS;ENTRE 35 Y 44 AÑOS;NO;SI;13:31;06:00;30/12/1899 10:53:55;6044;SI;NO;SAI;SIN DATO;0,873046;-79,842454;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;8;NO APLICA;NO APLICA;ECUADOR;ECUADOR;080601814090002;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;PRIMARIA;1;NO APLICA;0830820146445;1;COMERCIANTE;COMERCIANTE;NO APLICA;NO;SI;NO;;NO;HERIDA POR ARMA BLANCA;NO;DELINCUENCIA COMUN;AMENAZA;NO APLICA;QUEHACER. DOMESTICOS;COMERCIANTE;NO;NO;NO APLICA;PAREJA;NO;NEGANDO RECURSO;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
FEMICIDIO;2014;MANTA;MANABI;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO;SIN DATO;SECUESTRO EXTORSIVO;SI;NO IDENTIFICADO;NO;URBANA;CUCHILLO;NO APLICA;NO;FEMICIDIO;NO IDENTIFICADO;NO APLICA;13;1;;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;SI;22;19;NO;RESUELTA;RESUELTA;LIBRE;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;2/9/2014;;26/9/2014;31/8/2014;;1/9/2014;26/8/2015;26/9/2014;;19/11/2015 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;ENTRE 15 Y 24 AÑOS;NO;NO;15:24;22:16;30/12/1899 15:14:37;8645;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,978640413;-80,716620684;OTRO DOMICILIO;CASA/VILLA;NO APLICA;6;8;NO APLICA;NO IDENTIFICADO;ECUADOR;ECUADOR;130801815080439;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;SIN DATO;SIN DATO;EDUCACION BASICA;1;NO APLICA;1328420141458;NO APLICA;EMPLEADA PRIVADA;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO;DELINCUENCIA COMUN;VIOLACION SEXUAL (DESCONOCIDO);NO APLICA;SIN DATO;OBRERO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;FEMICIDIO;RATIFICATORIA DE INOCENCIA;RATIFICATORIA DE INOCENCIA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2014;BABAHOYO;LOS RIOS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;LESIONES CON ENFERMEDAD O INCAPACIDAD MAYOR A TRES DIAS SIN QUE EXCEDAN DE OCHO;NO;NO;;NO;NO APLICA;URBANA;PISTOLA;NO APLICA;NO APLICA;ASESINATO;FALLECIDO;NO APLICA;12;1;;NO APLICA;NO APLICA;SIN DATO;NINGUNA;SI;24;30;NO;RESUELTA;RESUELTA;NO APLICA;SOLTERO/A;UNION DE HECHO;MESTIZO/A;MESTIZO/A;5/9/2014;20/6/2021;NO APLICA;5/9/2014;;5/9/2014;9/9/2014;30/12/1899;;30/12/1899 0:00:00;5/9/2014;NO APLICA;ENTRE 15 Y 24 AÑOS;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;02:40;02:00;30/12/1899 10:31:39;6276;NO APLICA;NO;SAI;NO APLICA;-1,933898;-79,390113;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;NO APLICA;9;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;120101814090100;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;SECUNDARIA;BACHILLERATO;1;NO APLICA;NO APLICA;SIN DATO;ESTUDIANTE;POLICIA;NO APLICA;NO APLICA;NO;NO;SI;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;POLICIA EN SERVICIO ACTIVO;NO;NO APLICA;NO APLICA;EXPAREJA;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;ARCHIVO DE LA INVESTIGACION PREVIA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
FEMICIDIO;2014;AMBATO;TUNGURAHUA;1;;SIN DATO;SIN DATO;SIN DATO;SIN DATO;PRIVADO;26 AÑOS;NO;NO;NO;;NO;SI;URBANA;CUCHILLO;SIN DATO;SI;FEMICIDIO;SENTENCIADO;NO APLICA;18;1;SI;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;37;37;NO;RESUELTA;RESUELTA;SENTENCIADO;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;7/9/2014;16/4/2023;14/11/2019;7/9/2014;;7/9/2014;13/5/2016;1/2/2016;NO APLICA;20/12/2019 0:00:00;NO APLICA;NO;ENTRE 35 Y 44 AÑOS;ENTRE 35 Y 44 AÑOS;NO;SI;18:13;17:30;30/12/1899 15:03:23;6369;SI;NO;SAI;NO;-1,247542838;-78,618698828;DOMICILIO FAMILIAR;CASA/VILLA;SI;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;180101814090164;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;SUPERIOR;SUPERIOR;PRIMARIA;1;NO APLICA;18282201600375;3;COMERCIANTE;COMERCIANTE;SI;SIN DATO;NO;NO;;JUICIO DE ALIMENTOS;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;LIC.CC.EDUCACION;COMERCIANTE;NO;NO;NO APLICA;CONYUGE;NO;NEGANDO RECURSO;RECHAZANDO RECURSO;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;HIJOS/AS
OTRAS MUERTES VIOLENTAS;2014;BABA;LOS RIOS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;RURAL;MACHETE;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;12;1;;NO APLICA;NO APLICA;SIN DATO;NINGUNA;NO;55;NO IDENTIFICADO;NO APLICA;RESUELTA;RESUELTA;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MONTUBIO/A;NO IDENTIFICADO;8/9/2014;27/6/2021;NO IDENTIFICADO;8/9/2014;;8/9/2014;9/9/2014;30/12/1899;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;22:00;19:30;30/12/1899 13:59:59;6486;NO APLICA;NO;SAI;NO IDENTIFICADO;-1,837076;-79,680707;DOMICILIO DE LA VICTIMA;HACIENDAS;NO IDENTIFICADO;NO IDENTIFICADO;9;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;120201814090007;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;NO APLICA;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA COMUNITARIA;LITIGIO DE TIERRAS;NO APLICA;EMPLEADA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;ARCHIVO DE LA INVESTIGACION PREVIA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2014;DURAN;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;26 AÑOS;NO;NO;NO;;NO;SI;URBANA;OBJETO CONTUSO;42.1;NO;ROBO CON MUERTE;SENTENCIADO;NO APLICA;09;1;;189 ROBO;189.6 ROBO;ACUSATORIO;NO DETERMINADO;NO;65;23;NO APLICA;RESUELTA;RESUELTA;SENTENCIADO;VIUDO/A;SOLTERO/A;MESTIZO/A;MULATO/A;11/9/2014;;7/10/2014;11/9/2014;;11/9/2014;14/11/2015;13/9/2014;;1/7/2015 0:00:00;NO APLICA;NO;DE 65 AÑOS Y MÁS;ENTRE 15 Y 24 AÑOS;NO;SI;23:00;18:00;30/12/1899 9:40:00;6638;SI;NO;SAI;SIN DATO;-2,155485;-79,834986;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;090701814090126;NO APLICA;NO;189 ROBO;189 ROBO;;EDUCACION BASICA;SECUNDARIA;EDUCACION BASICA;1;NO APLICA;09268-2014-1133;SIN DATO;COMERCIANTE;SIN DATO;NO APLICA;47.5, 7, 9;SI;NO;;NO;HERIDAS CONTUSAS;NO;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;NO;NO;NO APLICA;PARIENTE CONSANGUINEO (FAMILIAR);NO;NEGANDO RECURSO;NO APLICA;NO;NO;MUJER;MUJER;SENTENCIA;ARMA CONTUNDENTE;ASESINATO;CONDENATORIA;CONDENATORIA;NO;HIJA
OTRAS MUERTES VIOLENTAS;2014;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO APLICA;NO;NO;INTIMIDACION;SI;NO;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;ASESINATO;FALLECIDO;NO APLICA;09;1;;NO APLICA;NO APLICA;SIN DATO;NINGUNA;SI;27;31;SIN DATO;RESUELTA;RESUELTA;NO APLICA;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;13/9/2014;20/6/2021;NO APLICA;13/9/2014;;13/9/2014;14/9/2014;30/12/1899;;30/12/1899 0:00:00;16/9/2014;NO APLICA;ENTRE 25 Y 34 AÑOS;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;23:58;21:30;30/12/1899 1:47:59;6802;NO APLICA;NO;SAI;NO APLICA;-2,10476;-79,953191;OTRO LUGAR;VIA PUBLICA;NO APLICA;NO APLICA;9;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;090101814092586;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;NO APLICA;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;BACHILLER;NO;NO APLICA;NO APLICA;CONYUGE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;ARCHIVO DE LA INVESTIGACION PREVIA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2014;CUENCA;AZUAY;1;144 HOMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO;NO APLICA;NO;;NO IDENTIFICADO;NO APLICA;URBANA;OBJETO CONTUSO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;01;1;;NO APLICA;NO APLICA;ABSTENTIVO;NINGUNA;NO;2;24;NO APLICA;RESUELTA;RESUELTA;NO APLICA;NO APLICA;SOLTERO/A;MESTIZO/A;MESTIZO/A;14/9/2014;;NO APLICA;14/9/2014;;14/9/2014;4/3/2015;15/9/2014;;;NO APLICA;NO APLICA;MENORES DE 15 AÑOS;ENTRE 15 Y 24 AÑOS;NO;NO APLICA;19:45;18:00;30/12/1899 15:02:03;6810;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,885830879;-78,998229980;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;010101815030142;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;Niña;SIN DATO;NO APLICA;SIN DATO;1;NO APLICA;0165220141953;NO APLICA;NO APLICA;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO IDENTIFICADO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO APLICA;ESTUDIANTE;NO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;SOBRESEIMIENTO;ARMA CONTUNDENTE;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2014;EL TRIUNFO;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO APLICA;NO;NO;NO;;NO;NO APLICA;URBANA;PISTOLA;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;39;45;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;SOLTERO/A;MONTUBIO/A;MESTIZO/A;16/9/2014;;30/12/1899;16/9/2014;;16/9/2014;17/9/2014;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;ENTRE 45 Y 64 AÑOS;NO;SI;21:00;19:30;30/12/1899 17:29:56;6915;NO APLICA;NO;SAI;SIN DATO;-2,297599;-79,474507;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;090901814090043;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;;SIN DATO;COMERCIANTE;SIN DATO;SIN DATO;NO APLICA;NO;NO;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;SIN DATO;NO APLICA;NO APLICA;DESCONOCIDO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;SICARIATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2014;MACHALA;EL ORO;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;34 AÑOS Y 8 MESES;NO;NO;INGRESO DE ARTICULOS PROHIBIDOS;SI;NO;SI;URBANA;CUCHILLO;NO;SI;ASESINATO;SENTENCIADO;NO APLICA;07;1;NO;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;49;22;NO;RESUELTA;RESUELTA;SENTENCIADO;CASADO/A;SOLTERO/A;MESTIZO/A;MONTUBIO/A;24/9/2014;;23/9/2014;24/9/2014;;24/9/2014;24/9/2014;24/9/2014;;15/8/2015 0:00:00;NO APLICA;NO;ENTRE 45 Y 64 AÑOS;ENTRE 15 Y 24 AÑOS;NO;SI;02:15;01:15;30/12/1899 4:25:54;7192;SI;NO;FLAGRANCIA;SI;-3,255734;-79,929728;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;070101814090623;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;BACHILLERATO;1;NO APLICA;0771020140158;1;COMERCIANTE;JORNALERO;NO APLICA;47.9;NO;JUICO DE ALIMENTOS;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;QUEHACER. DOMESTICOS;EMPLEADO;NO;NO;NO APLICA;PAREJA;NO;NEGANDO RECURSO;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;ASESINATO;CONDENATORIA;CONDENATORIA;NO;HIJO
OTRAS MUERTES VIOLENTAS;2014;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;26 AÑOS;NO;SI;NO;;NO;SI;URBANA;PISTOLA;NO;SI;ASESINATO;SENTENCIADO;2;09;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;25;26;SIN DATO;RESUELTA;RESUELTA;SENTENCIADO;SOLTERO/A;CASADO/A;BLANCO/A;MESTIZO/A;25/9/2014;;27/9/2014;25/9/2014;;25/9/2014;19/1/2015;26/9/2014;;10/6/2015 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;ENTRE 25 Y 34 AÑOS;NO;SI;20:30;18:30;30/12/1899 10:26:48;7226;SI;NO;SAI;SIN DATO;-2,125637;-79,896699;OTRO LUGAR;RESTAURANTE;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;090101815013555;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;0928120143788;SIN DATO;ESTUDIANTE;COMERCIANTE;NO APLICA;47.5, 7, 9;SI;NO;;NO;HERIDA POR ARMA DE FUEGO;NO;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;NO;NO APLICA;AMIGO/A;NO;NEGANDO RECURSO;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
FEMICIDIO;2014;SANTO DOMINGO;SANTO DOMINGO DE LOS TSACHILAS;1;;SI;SI;NO;NO;PUBLICO;34 AÑOS Y 8 MESES;NO;NO;TENENCIA Y PORTE DE ARMAS;SI;NO;SI;URBANA;REVOLVER;NO;SI;FEMICIDIO;SENTENCIADO;NO APLICA;23;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;29;31;NO;RESUELTA;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;28/9/2014;;9/10/2015;28/9/2014;;28/9/2014;5/7/2015;9/10/2015;;26/5/2016 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;ENTRE 25 Y 34 AÑOS;NO;SI;14:00;10:30;30/12/1899 9:36:16;7369;SI;NO;SAI;SIN DATO;-0,576234;-79,200005;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;9;NO APLICA;NO APLICA;ECUADOR;ECUADOR;230101814090928-1;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;EDUCACION BASICA;1;NO APLICA;23281201502988;SIN DATO;TRABAJADORA DEL HOGAR NO REMUNERADA;AGRICULTOR;NO APLICA;47.1.9;NO;NO;;"RETENCION INDEBIDA DE MENOR; AMENAZA DE DELITO QUE MEREZCA PENA DE RECLUSION MENOR";HERIDA POR ARMA DE FUEGO;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;26 AÑOS;QUEHACER. DOMESTICOS;JORNALERO;NO;NO;NO APLICA;EXCONVIVIENTE;NO;REVOCATORIA/MODIFICACION DE LA PENA;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;2 HIJOS/AS
OTRAS MUERTES VIOLENTAS;2014;SALINAS;SANTA ELENA;1;140 ASESINATO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;34 AÑOS Y 8 MESES;NO;NO;NO;;NO;SI;URBANA;OBJETO CONTUSO;NO;SI;ASESINATO;FALLECIDO;"2;6";24;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;25;25;SIN DATO;RESUELTA;RESUELTA;FALLECIDO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;28/9/2014;4/7/2021;11/11/2015;28/9/2014;;28/9/2014;29/9/2014;2/10/2014;;10/1/2017 0:00:00;30/12/2017;NO;ENTRE 25 Y 34 AÑOS;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;09:00;01:00;30/12/1899 15:19:46;7378;SI;NO;SAI;NO APLICA;-2,279313;-80,894121;OTRO DOMICILIO;CASA/VILLA;NO APLICA;6;9;NO APLICA;OTRO TIPO MUERTE EN CPL;ECUADOR;ECUADOR;240301814090093;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;2428120142780;SIN DATO;TRABAJADORA SEXUAL;SIN DATO;SI;47.6.7.9;NO;NO;;NO;HERIDAS CONTUSAS;NO;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;NO;NO APLICA;DESCONOCIDO;NO;NEGANDO RECURSO;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA CONTUNDENTE;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
FEMICIDIO;2014;SANTO DOMINGO;SANTO DOMINGO DE LOS TSACHILAS;1;;SI;SI;NO;NO;PUBLICO;NO APLICA;NO APLICA;NO;NO APLICA;;NO;NO APLICA;URBANA;REVOLVER;NO;NO APLICA;FEMICIDIO;NO APLICA;NO APLICA;23;1;;NO APLICA;NO APLICA;NO APLICA (EVENTO MULTIPLE);NINGUNA;SI;47;NO APLICA (2 VICTIMAS);NO;NO APLICA;TRÁMITE;NO APLICA (2 VICTIMAS);SOLTERO/A;NO APLICA;MESTIZO/A;NO APLICA;28/9/2014;;NO APLICA;28/9/2014;;28/9/2014;5/7/2015;NO APLICA (2 VICTIMAS);;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 45 Y 64 AÑOS;NO APLICA;NO;SI;14:00;10:30;30/12/1899 9:36:16;7371;NO APLICA;NO;NO APLICA;NO APLICA;-0,576234;-79,200005;OTRO LUGAR;VIA PUBLICA;NO APLICA;NO APLICA;9;NO APLICA;NO APLICA;ECUADOR;NO APLICA;230101814090928-2;NO APLICA;NO APLICA;NO APLICA (EVENTO MULTIPLE);NO APLICA (EVENTO MULTIPLE);;EDUCACION BASICA;PRIMARIA;NO APLICA;;NO APLICA;23281201502988;SIN DATO;TRABAJADORA DEL HOGAR NO REMUNERADA;NO APLICA;NO APLICA;47.1.9;NO APLICA;NO APLICA;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA (2 VICTIMAS);VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;QUEHACER. DOMESTICOS;NO APLICA;NO APLICA;NO APLICA;NO APLICA;OTROS NO FAMILIARES;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO APLICA;NO APLICA;ARMA DE FUEGO;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
