Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
2007,07,El Oro,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"8947,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,08,Esmeraldas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"6283,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,20,Galápagos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"348,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,09,Guayas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"70260,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,10,Imbabura,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"9792,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,11,Loja,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"9803,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,12,Los Ríos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"5678,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,13,Manabí,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"17378,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,14,Morona Santiago,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1146,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,15,Napo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"997,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,22,Orellana,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"358,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,16,Pastaza,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1233,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,17,Pichincha,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"120803,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,24,Santa Elena,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3222,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,23,Santo Domingo de los Tsáchilas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3322,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,21,Sucumbios,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"606,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,18,Tungurahua,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"10764,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,19,Zamora Chinchipe,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"832,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Mujer,"132929,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Hombre,"182090,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"315019,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2016,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,01,Azuay,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"16056,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,02,Bolívar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"2501,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,03,Cañar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3518,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,04,Carchi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"2553,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,06,Chimborazo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"8556,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,05,Cotopaxi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"5152,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,07,El Oro,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"7348,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,08,Esmeraldas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"5327,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,20,Galápagos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"290,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,09,Guayas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"63064,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,10,Imbabura,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"8829,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,11,Loja,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"8379,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,12,Los Ríos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"4652,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,13,Manabí,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"14803,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,14,Morona Santiago,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"904,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,15,Napo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"770,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,22,Orellana,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"253,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,16,Pastaza,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1055,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,17,Pichincha,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"110730,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,24,Santa Elena,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"2869,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,23,Santo Domingo de los Tsáchilas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"2792,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,21,Sucumbios,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"439,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,18,Tungurahua,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"9608,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,19,Zamora Chinchipe,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"633,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Mujer,"116444,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Hombre,"164675,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2015,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
